0,1,2
0.61621624,0.70952386,0.42333335
0.48872924,0.82494,0.79844695
0.44054055,0.70952386,0.5683334
0.18913056,0.81076455,1.0
0.50540537,0.9095238,0.54499996
0.53243244,0.9095237,0.6483333
0.73783785,0.70952386,0.315
0.77567565,0.9095238,0.43
0.8297297,0.9095238,0.33666664
0.73783785,0.6619048,0.29666668
0.54864866,0.6619048,0.4116667
0.77567565,0.86190474,0.42166662
0.5757192,0.95985794,0.46051
0.50953203,0.7624056,0.82174915
0.77567565,0.86190474,0.37
0.21128923,0.7146481,1.0
0.36478156,0.7168387,0.9359655
0.6567568,0.61428577,0.43666673
0.5756757,0.61428577,0.44666672
0.6405405,0.8142857,0.4883333
0.20331226,0.7004048,1.0
0.46756762,0.61428577,0.47500002
0.7486486,0.8142857,0.45333332
0.76216215,0.8142857,0.44333333
0.86745787,0.71661603,0.0
0.79189193,0.6142858,0.21166669
0.7486486,0.8142857,0.5183333
0.69459456,0.8142857,0.5
0.61351347,0.8142857,0.48166662
0.44126064,0.9128326,0.58120644
0.60270274,0.61428577,0.41666666
0.79189193,0.09047625,0.41
0.42529702,0.18856063,1.0
0.38049713,0.2449993,1.0
0.44842812,0.3881961,0.688572
0.37760392,0.23949926,1.0
0.7486486,0.76666665,0.505
0.7486486,0.7666666,0.5433333
0.20821087,0.6669127,1.0
0.8297297,0.76666665,0.4
0.72576797,0.86583346,0.43695483
0.7216216,0.76666665,0.47666666
0.7216216,0.76666665,0.44
0.58648646,0.76666665,0.49333334
0.5189189,0.76666665,0.555
0.66756755,0.76666665,0.57666665
0.7216216,0.76666665,0.4783333
0.6865368,0.69531024,0.70848376
0.60270274,0.5666667,0.37833333
0.54864866,0.5666667,0.375
0.61351347,0.76666665,0.58166665
0.20687705,0.6723768,1.0
0.5756757,0.5666667,0.38166666
0.65819985,0.6895991,0.72792524
0.8496108,0.6587073,0.055019327
0.8061027,0.665745,0.055561002
0.43965113,0.6671549,0.87925464
0.71081084,0.5666667,0.26333338
0.77941376,0.62614167,0.1155505
0.66756755,0.76666665,0.5183333
0.5756757,0.5666667,0.415
0.6567568,0.5666667,0.37666667
0.5455209,0.6519096,0.8201553
0.7603686,0.6684246,0.6509109
0.3561963,0.6659575,0.95766014
0.58356845,0.2772392,0.7955366
0.85675675,0.38571423,0.56666666
0.48820332,0.2675855,0.9237868
0.57618135,0.28254065,0.7954339
0.80270267,0.38571423,0.585
0.6641994,0.29499513,0.295306
0.61351347,0.38571423,0.5783333
0.52162164,0.18571435,0.535
0.7486486,0.38571423,0.59166664
0.91081077,0.38571423,0.38333333
0.71081084,0.18571436,0.47333336
0.7216216,0.38571423,0.53166664
0.5827543,0.28482264,0.7997104
0.70397305,0.8496861,0.07856209
0.52162164,0.7571429,0.35333335
0.77567565,0.95714283,0.4583333
0.872973,0.7571429,0.28
0.77567565,0.95714283,0.38833332
0.53973484,0.864788,0.76875234
0.5531789,0.5353423,0.8368197
0.5059126,0.5302558,0.8605514
0.7216216,0.6238095,0.53666663
0.39729726,0.6238095,0.77
0.3122087,0.5220415,1.0
0.85675675,0.6238095,0.42
0.745732,0.51104903,0.16988471
0.47848147,0.55056846,0.87405
0.7216216,0.6238095,0.5133333
0.62972975,0.4238096,0.48
0.43928146,0.5308326,0.9227343
0.5881188,0.5261346,0.82306004
0.66756755,0.6238095,0.495
0.5621622,0.4238096,0.5266667
0.46974513,0.5493198,0.8819002
0.37667534,0.52547395,1.0
0.61351347,0.6238095,0.62499994
0.60239553,0.72145295,0.4968162
0.85675675,0.62380946,0.5
0.7713641,0.49856162,0.14673306
0.58648646,0.62380946,0.52166665
0.88378376,0.6238095,0.41666666
0.5647421,0.53554827,0.8270413
0.62972975,0.42380962,0.45833337
0.80270267,0.5761904,0.5733333
0.77567565,0.5761904,0.49666667
0.29630536,0.47942227,1.0
0.56905895,0.49405897,0.8333072
0.85675675,0.5761904,0.49666667
0.6305891,0.6748584,0.5296833
0.68108106,0.5761904,0.5833333
0.5756757,0.90000004,0.35333335
0.69459456,1.0,0.50666666
0.54864866,0.80476195,0.3266667
0.47837836,1.0,0.61999995
0.68108106,1.0,0.44833332
0.77567565,1.0,0.38
0.6052497,1.0,0.5465631
0.53017616,0.45264688,0.87116456
0.61351347,0.52857137,0.61999995
0.76609015,0.62755376,0.46839485
0.59274316,0.44826964,0.84853023
0.3773173,0.4262734,1.0
0.53581697,0.45791012,0.85687435
0.29493207,0.46240172,1.0
0.6405405,0.52857137,0.565
0.60270274,0.3285715,0.4383334
0.65845495,0.6279485,0.55388635
0.47556943,0.42913884,0.9285937
0.66756755,0.52857137,0.52666664
0.49459463,0.5190477,0.53999996
0.85675675,0.7190476,0.45333332
0.7216216,0.7190476,0.465
0.52162164,0.5190477,0.42999998
0.68108106,0.7190476,0.44
0.46756762,0.5190477,0.5183334
0.69459456,0.7190476,0.5833333
0.6544683,0.6167075,0.7677754
0.62972975,0.5190477,0.47166666
0.69459456,0.71904755,0.60499996
0.77567565,0.7190476,0.42666662
0.67567563,0.7190476,0.59166664
0.6837838,0.5190477,0.38166666
1.0,0.71904755,0.3333333
0.85675675,0.7190476,0.45166665
0.5756757,0.5190477,0.46666667
0.5082587,0.6210433,0.82514864
0.50540537,0.7190476,0.5516666
0.52162164,0.5190477,0.42999998
0.24397507,0.620094,1.0
0.46988422,0.6209271,0.8617796
0.49459463,0.5190477,0.56000006
0.69459456,0.7190476,0.49333334
0.53243244,0.7190476,0.5333333
0.60402024,0.61978745,0.7862654
0.73783785,0.47142866,0.35500002
0.66756755,0.67142856,0.5233333
0.7486486,0.6714285,0.585
0.69459456,0.67142856,0.445
0.54398495,0.56847847,0.81062376
0.44054055,0.47142866,0.52500004
0.4680738,0.76978874,0.59598607
0.46385026,0.56391186,0.8905168
0.84594595,0.47142866,0.24666668
0.4395721,0.5972445,0.89458984
0.69459456,0.67142856,0.6033333
0.77567565,0.67142856,0.46833333
0.45135134,0.67142856,0.71666664
0.69459456,0.67142856,0.5383333
0.60270274,0.47142863,0.40833336
0.61351347,0.67142856,0.64166665
0.29043773,0.5739642,1.0
0.5189189,0.67142856,0.6733333
0.5756066,0.7692823,0.50872755
0.7486486,0.67142856,0.56
0.37442735,0.38168582,1.0
0.5623334,0.38502643,0.7790279
0.70810807,0.48095232,0.555
0.9378378,0.48095232,0.4883333
0.6587453,0.38419098,0.80418044
0.3539764,0.37572592,1.0
0.77567565,0.48095235,0.51666665
0.4309306,0.4053094,0.9744233
0.33243248,0.28095245,0.63500005
0.55298245,0.39520276,0.77763057
0.619055,0.38740808,0.8355536
0.57592773,0.57908934,0.5707245
0.3432432,0.48095232,0.71666664
0.62444144,0.39356047,0.83288896
0.60270274,0.852381,0.31166667
0.42432427,1.0,0.5783333
0.8015551,0.753465,0.27668554
0.69459456,1.0,0.40166667
0.4971293,1.0,0.5564452
0.69459456,1.0,0.50333333
0.56136644,0.36054042,0.785176
0.56173164,0.35919863,0.7857959
0.7351351,0.43333328,0.57
0.49550393,0.53204465,0.6564016
0.35067958,0.3333621,1.0
0.57127285,0.32776934,0.78611183
0.5749252,0.3125298,0.7874122
0.3169933,0.38494387,1.0
0.7672377,0.33670548,0.7512065
0.40630913,0.33547735,1.0
0.77567565,0.3380952,0.5
0.65088326,0.24167208,0.8853848
0.58893937,0.22728443,0.80391216
0.5848258,0.24715641,0.80362296
0.5756757,0.13809529,0.5866667
0.35489258,0.20395607,1.0
0.69459456,0.3380952,0.6816666
0.84602845,0.29322544,0.47055006
0.4814252,0.42847073,0.65041494
0.4475559,0.14711604,1.0
0.6324324,0.147619,0.655
0.44081348,0.099834055,1.0
0.47702459,0.0,1.0
0.81097275,0.28948087,0.19558018
0.73783785,0.90000004,0.27833337
0.5039949,0.61038506,0.49641305
0.62972975,0.37619054,0.4933333
0.53513515,0.5190477,0.45833337
0.79189193,0.5666667,0.34
0.81171083,0.9494308,0.0
0.77567565,0.67142856,0.49333334
0.7255116,0.6006902,0.15853049
0.6568658,0.94528913,0.10705541
0.9753615,0.62507397,0.0
0.60270274,0.23333341,0.4966667
0.5043418,0.6582985,0.49510565
0.5756757,0.3285715,0.45000002
0.6567568,0.47142863,0.42166668
0.50505584,0.8017772,0.47917524
0.54864866,0.6619048,0.5083334
0.63201374,0.78804964,0.16057071
0.7216216,0.3380952,0.65
0.7362775,0.38647136,0.21711856
0.80270267,0.62380946,0.48666665
0.6120618,0.65796953,0.41303688
0.7327969,0.84937805,0.08162224
0.69459456,0.5761904,0.50666666
0.58377,0.5973521,0.3426917
0.54864866,0.70952386,0.47833332
0.73194855,0.7135589,0.10053995
0.46756762,0.80476195,0.475
0.2307329,0.655604,1.0
0.9363629,0.71656233,0.0
0.9047929,0.80743665,0.0
0.77567565,0.3380952,0.58
0.94455016,0.6690458,0.09999842
0.48108113,0.18571436,0.6316667
0.6567568,0.090476245,0.46333334
