0,1,2
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.45945945,0.8095238,0.6383333
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
0.5945946,0.8095238,0.41833332
