0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-3.6199107,-2.0222614,-1.2922561,1.1682605,0.94598055,-2.25801,-5.5327296,-2.7668598,-3.4029756,-0.7855239,0.6782241,-0.15227418,0.5929072,-0.21096909,-4.8910184,-4.4094386,-3.7725983,-0.951056,1.4147772,1.5277855,0.6881206,-1.2451273,-3.0999131,-3.669735,-3.5266774,-1.6809765,2.103805,3.3006516,2.4706478,-1.4276924,-2.4706616,-4.3941784,-5.382905,-1.9738847,-0.50962913,3.1032248,1.4463282,-1.0255015,-2.7082646,-3.563772,-4.897551,-2.5087829,-2.1868246,0.5337665,1.9928827,0.14328146,-3.1845489,-3.406967,-3.5589128,-5.0113907,-0.22562397,1.2595583,3.6252165,-1.0368922,-4.0459137,-2.481917,-5.2323427,-4.174919,-1.0948422,0.8218059,-0.27297923,-1.6761383,-2.0562162,-3.777159
-3.8754163,-3.3865364,-0.66851485,2.9301467,-0.5554528,-2.3484528,-2.8714607,-4.2452106,-8.1467085,-0.8903924,1.4656646,0.3117004,5.5008564,-1.6088953,-4.280949,-4.848918,-2.6452763,-0.39426506,0.8203776,-1.460464,4.3145714,-0.62014914,-2.7804341,-3.067556,-2.8208275,-0.22762334,-0.1910935,2.5285459,3.9920344,0.0656839,-1.9404806,-3.2685552,-3.232923,-1.2456232,-1.596839,0.23833513,0.34579802,-1.1012994,-2.0971558,-3.4012635,-2.83667,-2.105552,-1.4693203,1.9873574,1.2083206,-0.33781707,-2.2358425,-4.5889626,-3.038086,-3.607623,1.1074183,1.2531023,1.6703393,0.4592632,-2.1081502,-2.9594285,-2.9737008,-2.5522547,-0.17479104,1.8531835,2.1388168,-0.3543887,-1.8707333,-2.8514392
-2.5179906,-2.9109492,-3.223916,-0.37394702,0.18463227,-2.4387207,-3.5597143,-2.6706564,-3.0694084,-3.910087,-1.3151445,1.0072865,2.403546,-1.2008929,-5.1273327,-2.9898858,-3.5204227,-1.8166683,0.87303805,3.0274498,1.1955185,1.9374921,-4.743628,-3.3019476,-3.199447,-2.2158015,-0.44803566,3.5679996,5.072257,-0.21505088,-4.207546,-5.2141895,-6.2162704,-2.888065,-1.5686402,3.2045074,5.4724655,-1.4302659,-4.1042905,-3.3869357,-3.580841,-4.9231215,-0.8325033,0.8246703,3.5922859,-1.6517335,-3.7226748,-5.5461187,-3.2685628,-4.3440585,-2.1808896,0.27429128,0.799404,1.9236927,-3.139861,-3.6768212,-4.7440205,-4.5147715,-2.1825461,1.5840236,1.8358209,0.11692774,-2.0870347,-2.6765401
-2.9285471,-3.291102,-4.841409,-0.1919252,0.7428024,-1.1993735,-2.9882522,-3.9008112,-2.9737332,-6.879712,-2.491745,2.8028247,1.1957269,0.16268688,-4.126927,-2.6305723,-5.202276,-1.9024618,0.6055229,2.9397717,1.0354474,-1.3408284,-3.037496,-3.994606,-5.447487,-2.0085855,-0.26055777,0.3713975,2.6425648,-1.316554,-2.942896,-3.6297653,-2.9370842,-2.3592181,-2.0673168,2.1414506,3.4415116,-1.8274486,-3.172468,-3.5956826,-4.652873,-6.578514,-1.0483081,1.4634225,2.557552,-2.865618,-2.0394266,-3.3074684,-4.7286587,-4.120512,-2.2174122,1.9715276,0.4185537,-0.2751944,-0.94643885,-4.6703434,-3.1700706,-3.3979435,-3.5265188,-0.78137505,2.3124433,1.483933,-1.4576596,-3.0336723
-3.5739565,-2.9156604,-2.618218,-0.11789727,0.17449756,-3.7943373,-2.7006204,-3.164075,-3.537862,-2.3825443,0.8850868,2.8207269,2.8759587,-1.2686524,-5.279728,-3.3013825,-2.5822356,-1.1147467,2.6823256,3.1188295,3.0012481,-0.074154615,-6.4985948,-2.943209,-4.3603992,-1.4062904,2.489559,3.0122294,1.4697609,0.08056563,-2.7661657,-3.1944728,-2.7844515,-2.623533,-1.1593453,1.6992245,2.7052317,-0.993496,-2.8328974,-4.7312174,-3.1645763,-5.1075706,0.3975587,1.9725952,2.1754217,-1.630934,-2.3007677,-3.5505967,-3.239721,-3.575913,-1.4653982,2.2146034,0.7310046,0.74238527,-1.4530783,-2.4672775,-3.1466236,-2.6244473,-5.808757,0.52941775,3.1678164,1.0981046,-3.226045,-3.6073997
-2.8609195,-3.4686968,-1.599424,-0.6572,-3.321719,-3.4380982,-3.1079218,-2.667068,-5.0451083,-5.075032,-1.417675,6.6396203,2.3969283,-0.72428596,-4.218161,-2.9684646,-4.567247,-6.774926,0.20305467,6.118469,5.232675,0.55349135,-2.9329906,-4.9842296,-4.047451,-2.3600168,1.0470335,1.9365249,3.1763694,-0.32645828,-2.998282,-3.3719707,-3.7547708,-3.1581461,-0.63735616,1.6663806,3.2989044,-0.8624587,-2.535769,-4.8688755,-2.9856803,-2.3316107,-1.0323997,-0.41392255,2.6589065,-0.6614286,-1.5293752,-5.476706,-3.0143425,-2.6342611,0.03200245,1.7373117,2.566966,2.002127,-0.56990695,-3.3128767,-3.487241,-2.5452924,-0.96591866,1.0071383,1.5801657,1.4421319,-0.8197855,-4.3514814
-4.4141064,-3.818178,-3.4392214,0.02630949,2.1509354,0.11463523,-2.8706532,-3.2080646,-2.9873228,-3.8351192,-1.7984934,2.046827,1.1978011,1.8735886,-3.0585287,-2.8252544,-2.8091779,-2.8232448,2.3639984,2.4572368,-0.4391756,-1.4825463,-2.1583362,-2.9243064,-2.9270802,-1.8757846,0.4619459,3.8828404,1.0070491,-1.5325171,-2.3191254,-4.33551,-3.3718293,-1.7763097,-2.0847201,-0.23719263,0.94829226,-1.2138076,-2.5370033,-3.6754322,-3.1877444,-2.8325977,-1.1257633,1.16401,-0.45129538,-1.1151519,-2.5014722,-5.3080344,-4.8845234,-7.1342516,-0.7885761,2.3206735,1.2529933,3.6615105,-1.7703931,-3.4306264,-4.010112,-4.43369,-1.9772968,0.38068116,2.8910296,1.2402847,-3.0977588,-2.7497616
-2.6231036,-3.2338274,-2.3080566,-0.5757345,1.1196891,-2.2481334,-3.0697687,-2.8511527,-3.1621428,-3.823774,-0.59251904,3.0210657,2.8218775,-0.17702633,-3.313789,-3.91465,-2.8627167,-2.6491194,3.7384212,3.2432656,1.6508296,-0.72115624,-3.4500198,-3.0432518,-4.77401,-2.0004041,1.5808693,5.3626866,4.5730257,-1.508158,-3.2066321,-3.2056923,-5.6835513,-2.2845907,-2.7223818,2.7503502,1.7522078,-2.132337,-3.3417945,-6.0145564,-3.078031,-3.0142632,-2.1185012,1.0262012,0.81088114,-1.7744894,-2.3797474,-3.034248,-3.6946785,-3.949782,-1.2128339,1.89854,2.2204266,1.6071639,-2.3412998,-2.7011285,-3.1357512,-5.552912,-2.0572977,0.60735726,0.89013666,-0.0155386925,-4.6078095,-2.691686
-3.2158244,-2.7885706,-0.978208,2.3693357,0.62967694,-3.5553923,-2.7471871,-2.642866,-3.2041388,-5.0519953,-3.7898445,0.63720787,3.8778925,-2.3979151,-3.720286,-3.715017,-5.096438,-4.3000946,-1.0701951,1.4794741,4.151845,-0.9507319,-4.674839,-3.0691512,-3.576082,-2.2117686,2.7044399,2.234718,2.1252222,0.5503311,-4.6391096,-3.8516004,-4.099009,-2.597515,-1.6903542,2.571974,3.4685519,-0.6970557,-3.7984731,-3.8571956,-3.6593807,-1.8349972,-2.4943295,1.8172603,4.097847,-0.3656932,-2.9612038,-2.7617824,-3.571971,-1.3279083,1.5832412,5.32221,5.1937904,4.257166,-2.6560056,-2.763232,-2.9192638,-2.8388155,-0.35025144,1.9543164,2.231866,0.99453455,-2.310027,-3.5077527
-2.9433541,-3.020146,-2.3306875,0.60509276,0.1325979,-2.5665457,-2.8722382,-3.0237906,-3.2748945,-5.531804,-0.598735,2.1734135,3.6554127,0.26693875,-5.011871,-2.8023362,-2.8301957,-2.676801,1.6439488,1.2456962,1.6721458,0.13412237,-1.7864516,-2.6911407,-3.6527648,-1.5529969,0.78257227,-0.61435914,1.2485855,-0.1701903,-1.8241472,-3.9595442,-3.34892,-1.5737174,-1.389209,-0.9518745,1.1557243,0.7806707,-3.1140683,-2.9786916,-3.2754667,-2.534374,-0.6342131,-0.42530322,1.1337934,1.2130086,-3.4622455,-3.5745745,-4.7781377,-3.8002708,0.028030872,1.0822353,1.6829636,0.045574427,-6.4282246,-3.4438732,-4.159094,-6.1132627,-2.3125434,0.596505,0.9205265,-0.62847656,-2.9580772,-4.693096
