0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.873575,0.21921182,0.025510205,0.27674088,0.42045453,0.4,0.4,0.9357798,0.92391306,0.8333333,0.88235295,0.34513274,0.42857143,0.6055046,0.3802897,0.18666667,0.17333333,0.3360996,0.19166666,0.36585367,0.40625,0.44444445,0.9174312
0.93099344,0.17980295,0.05102041,0.33783558,0.45454547,0.36,0.36,0.9174312,0.10869565,0.7222222,0.88235295,0.36283186,0.35714287,0.51376146,0.3390639,0.12,0.12,0.29460582,0.2125,0.5121951,0.40625,0.44444445,0.94495416
0.9485971,0.11945813,0.040816326,0.4583719,0.38636363,0.36,0.36,0.9266055,0.19565217,0.7222222,0.88235295,0.30973452,0.42857143,0.6146789,0.33280477,0.2377274,0.17333333,0.406639,0.17708333,0.07910021,0.5,0.4074074,1.0
0.9245119,0.41009852,0.028061224,0.375,0.375,0.36,0.36,0.86238533,0.1521739,0.7222222,0.88235295,0.31858408,0.35714287,0.32110092,0.3056195,0.13333334,0.13333334,0.3195021,0.0020833334,0.3902439,0.3125,0.44444445,0.9082569
0.90149534,0.23768473,0.030612245,0.24394989,0.48863637,0.36,0.36,0.9724771,0.4456522,0.8333333,0.88235295,0.39823008,0.39285713,0.41284403,0.3338256,0.26666668,0.25333333,0.33195022,0.18541667,0.46341464,0.34375,0.44444445,0.8348624
0.8782599,0.16748768,0.0867347,0.16836734,0.36363637,0.36,0.36,0.96330273,0.010869565,0.8333333,0.88235295,0.2920354,0.32142857,0.20183486,0.36218935,0.12,0.12,0.24896266,0.0020833334,0.4390244,0.03125,0.37037036,0.6972477
0.6245065,0.40270936,0.06887755,0.15810657,0.23091918,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.19469027,0.32142857,0.6513761,0.27272728,0.12,0.12,0.0373444,0.110416666,0.2195122,0.34375,0.037037037,0.5412844
0.6366448,0.31034482,0.06632653,0.15290211,0.5,0.36,0.36,0.9724771,0.82608694,0.8333333,0.88235295,0.42477876,0.32142857,0.41284403,0.27272728,0.14666666,0.14666666,0.12033195,0.0020833334,0.31707317,0.3125,0.33333334,0.5963303
0.68000394,0.4642857,0.038265307,0.17706451,0.57954544,0.36,0.36,0.98165137,0.3478261,0.7777778,0.88235295,0.460177,0.42857143,0.5321101,0.27272728,0.16,0.16,0.07883818,0.058333334,0.41463414,0.34375,0.33333334,0.6972477
0.90854704,0.2179803,0.04336735,0.18112245,0.2159091,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.17699115,0.35714287,0.24770643,0.32529852,0.18666667,0.18666667,0.28630707,0.18958333,0.3902439,0.3125,0.33333334,1.0
1.0,0.15640394,0.033163264,0.4892806,0.69003266,0.64,0.52,0.5412844,0.14130434,0.6666667,0.7058824,0.27433628,0.39285713,0.33027524,0.52099323,0.096655644,0.14666666,0.36514524,0.18333334,0.34146342,0.34375,0.4074074,0.88990825
0.8737864,0.16625616,0.045918368,0.12316599,0.3068182,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.23893805,0.35714287,0.8440367,0.27272728,0.12,0.12,0.0373444,0.15208334,0.24390244,0.375,0.037037037,0.8165138
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
0.64581674,0.5147783,0.040816326,0.2627551,0.53409094,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.42477876,0.39285713,0.24770643,0.24922806,0.13333334,0.13333334,0.1493776,0.1625,0.4878049,0.34375,0.4074074,0.74311924
0.6157022,0.5270936,0.048469387,0.33418366,0.29545453,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.23893805,0.35714287,0.74311924,0.27272728,0.12,0.12,0.0373444,0.09375,0.2195122,0.34375,0.037037037,0.5412844
0.53890026,0.3583744,0.2780612,0.5561224,0.17045455,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.14159292,0.32142857,0.47706422,0.27272728,0.12,0.12,0.0373444,0.0020833334,0.2195122,0.03125,0.037037037,0.08256881
0.817802,0.41009852,0.06122449,0.27950105,0.3181818,0.36,0.36,0.89908254,0.19565217,0.7222222,0.88235295,0.24778761,0.32142857,0.27522936,0.31682727,0.12,0.12,0.17842324,0.09375,0.36585367,0.375,0.37037036,0.66972476
1.0,0.09729064,0.025510205,0.11989796,0.19318181,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.15929204,0.35714287,0.79816514,0.43441543,0.17333333,0.16,0.08395018,0.0020833334,0.2682927,0.3125,0.037037037,1.0
0.6094703,0.39408866,0.05102041,0.2857143,0.54545456,0.36,0.36,0.98165137,0.010869565,0.8333333,0.88235295,0.45132744,0.35714287,0.41284403,0.27272728,0.12,0.12,0.22821577,0.17083333,0.34146342,0.40625,0.37037036,0.7155963
0.6082198,0.27093595,0.073979594,0.2857143,0.25,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.20353982,0.32142857,0.6055046,0.060606062,0.12,0.12,0.0373444,0.058333334,0.2682927,0.375,0.33333334,0.73394495
0.6647589,0.2820197,0.028061224,0.25510204,0.32954547,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.28318584,0.39285713,0.44036698,0.060606062,0.14666666,0.14666666,0.186722,0.0020833334,0.29268292,0.3125,0.37037036,0.6972477
,,,,,,,,,,,,,,,,,,,,,,
0.94289756,0.32512316,0.025510205,0.36863673,0.41706946,0.4,0.4,0.88990825,0.19565217,0.7222222,0.88235295,0.22123894,0.42857143,0.7155963,0.060606062,0.17333333,0.17333333,0.2780083,0.14375,0.2636728,0.40625,0.37037036,0.88990825
0.6812768,0.26108375,0.038265307,0.25510204,0.2163417,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.2300885,0.35714287,0.34862384,0.060606062,0.12,0.12,0.10373444,0.2125,0.41046688,0.34375,0.37037036,0.7155963
,,,,,,,,,,,,,,,,,,,,,,
0.9140228,0.13054188,0.028061224,0.14030612,0.19318181,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.15929204,0.35714287,0.3853211,0.38058805,0.13333334,0.13333334,0.31120333,0.11875,0.34146342,0.34375,0.37037036,0.88990825
0.63434166,0.3128079,0.038265307,0.2780612,0.5,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.40707964,0.35714287,0.59588075,0.3939394,0.17578286,0.13333334,0.27838016,0.14583333,0.49098644,0.40625,0.33333334,0.73394495
0.59679234,0.31157637,0.030612245,0.3494898,0.71590906,0.36,0.36,0.98165137,0.010869565,0.8333333,0.88235295,0.57522124,0.42857143,0.4587156,0.27272728,0.17333333,0.17333333,0.24455267,0.22083333,0.36585367,0.375,0.33333334,0.9082569
0.83535606,0.32635468,0.125,0.50765306,0.36363637,0.4,0.4,0.86238533,0.1521739,0.7222222,0.7647059,0.31858408,0.32142857,0.559633,0.42424244,0.12,0.12,0.34854773,0.075,0.31707317,0.375,0.37037036,0.88990825
0.5931761,0.27216747,0.025510205,0.26020408,0.52272725,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.46902654,0.5,0.2293578,0.19206357,0.16,0.16,0.21454942,0.0020833334,0.31707317,0.34375,0.37037036,0.40366971
0.61399585,0.25123152,0.035714287,0.24489796,0.42045453,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.33628318,0.5,0.43119267,0.27272728,0.16,0.16,0.082987554,0.12083333,0.34146342,0.375,0.33333334,0.7522936
0.8953961,0.22660099,0.038265307,0.16581632,0.29545453,0.44,0.4,0.9082569,0.2173913,0.7222222,0.8235294,0.25663716,0.42857143,0.58715594,0.33295527,0.13333334,0.13333334,0.10373444,0.21041666,0.29268292,0.53125,0.33333334,0.7522936
,,,,,,,,,,,,,,,,,,,,,,
0.8553798,0.35221675,0.038265307,0.30679187,0.39772728,0.36,0.36,0.73394495,0.13043478,0.7222222,0.88235295,0.32743362,0.35714287,0.57798165,0.42424244,0.12,0.12,0.25311205,0.17916666,0.34146342,0.40625,0.37037036,0.8348624
0.57197183,0.3633005,0.025510205,0.2857143,0.27064744,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.2300885,0.42857143,0.51376146,0.45454547,0.12,0.12,0.23048595,0.06458333,0.31707317,0.375,0.37037036,0.89908254
0.5632705,0.2684729,0.045918368,0.26020408,0.1159534,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.24778761,0.35714287,0.67123884,0.42424244,0.159515,0.12,0.0373444,0.0020833334,0.24390244,0.3125,0.33333334,0.34862384
0.46162227,0.31157637,0.033163264,0.26785713,0.45454547,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.3539823,0.35714287,0.4678899,0.27272728,0.16,0.16,0.045643155,0.0020833334,0.24390244,0.3125,0.33333334,0.26605505
0.5701731,0.20073892,0.025510205,0.23214285,0.5,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.39823008,0.5,0.4678899,0.27272728,0.13333334,0.13333334,0.08713693,0.22708334,0.2682927,0.34375,0.33333334,0.48623854
0.85233736,0.18965517,0.040816326,0.28948212,0.5568182,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.460177,0.4642857,0.35779816,0.39343223,0.24,0.22666667,0.38174275,0.17916666,0.46341464,0.4375,0.5555556,0.80733943
0.6256554,0.2992611,0.033163264,0.14562652,0.71590906,0.44,0.4,0.98165137,0.75,0.8333333,0.8235294,0.6106195,0.4642857,0.3119266,0.27272728,0.14666666,0.14666666,0.11618257,0.14791666,0.36585367,0.40625,0.33333334,0.6055046
0.4775425,0.5135468,0.033163264,0.2984694,0.42045453,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.34513274,0.39285713,0.26605505,0.105028845,0.13333334,0.13333334,0.07883818,0.15625,0.31707317,0.34375,0.33333334,0.58715594
1.0,0.29679802,0.038265307,0.74693894,0.88024986,0.44,0.4,0.7155963,0.10869565,0.5,0.64705884,0.22123894,0.42857143,0.4767138,0.3466641,0.12,0.12,0.4273859,0.20208333,0.1924758,0.375,0.37037036,0.8440367
0.8793742,0.32389164,0.033163264,0.17602041,0.20454545,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.15929204,0.39285713,0.48623854,0.3242482,0.13333334,0.13333334,0.28630707,0.21666667,0.2682927,0.34375,0.33333334,0.8165138
0.5745335,0.41009852,0.040816326,0.23979592,0.39772728,0.36,0.36,1.0,0.02173913,0.8888889,1.0,0.30973452,0.42857143,0.43119267,0.27272728,0.12,0.12,0.10373444,0.15416667,0.31707317,0.40625,0.33333334,0.6238532
0.9174055,0.18349753,0.028061224,0.20918368,0.27272728,0.36,0.36,0.88990825,0.22826087,0.8333333,0.88235295,0.2300885,0.39285713,0.56880736,0.3229607,0.13333334,0.13333334,0.10788382,0.15208334,0.2682927,0.40625,0.037037037,0.6972477
0.85293984,0.5147783,0.033163264,0.37818924,0.3068182,0.36,0.36,0.86238533,0.26086956,0.8333333,0.88235295,0.25663716,0.39285713,0.3119266,0.31297132,0.12,0.12,0.26556018,0.0020833334,0.3902439,0.03125,0.37037036,0.8165138
