0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.45,0.07115629,0.03916449,0.09762533,0.18449461,0.21052632,0.21052632,1.0,0.18072289,0.0,1.0,0.07,0.0,0.67,0.0,0.0,0.0,-0.13265255,0.15080342,-0.04829799,0.12766999,0.0625,0.0
0.46666667,0.1639136,0.010443864,0.14511873,0.6386366,0.21052632,0.10526316,0.79,0.27710843,0.6666667,0.5,0.2,0.21052632,0.58,0.0,0.060606062,0.060606062,-0.13405955,0.13968885,-0.042683616,0.4894216,0.0625,0.7
0.5,0.11308768,0.010443864,0.13456464,0.5556248,0.05263158,0.05263158,0.9,0.0,0.0,0.0,0.2,0.10526316,0.5,0.0,0.030303031,0.030303031,-0.123809315,0.15554081,0.1188249,0.37202734,0.0625,0.82
0.53333336,0.35832274,0.083550915,0.27176782,0.40739307,0.10526316,0.10526316,0.82,0.036144577,0.44444445,0.33333334,0.17,0.0,0.53,0.0,0.015151516,0.015151516,-0.13485324,0.104345016,-0.006043099,0.25640512,0.0625,0.63
0.55,0.14739518,0.015665796,0.08707124,0.34087852,0.10526316,0.10526316,0.88,0.8433735,0.6666667,0.0,0.26,0.2631579,0.42,0.0,0.0,0.0,0.09520225,0.14679274,0.14226207,0.11472009,0.0625,0.67
0.7,0.36975858,0.010443864,0.18469657,0.42722785,0.0,0.0,1.0,0.18072289,0.7777778,1.0,0.34,0.05263158,0.38,0.0,0.030303031,0.030303031,0.15529972,0.15707755,0.40432408,0.0040711258,0.0,0.88
0.6,0.04447268,0.010443864,0.04221636,0.36099887,0.0,0.0,1.0,0.18072289,0.7777778,1.0,0.2,0.10526316,0.2,0.0,0.045454547,0.045454547,0.082990624,0.15032631,0.026802827,0.1062202,0.0625,0.5
0.65,0.32147396,0.041775458,0.25329816,0.91390455,0.0,0.0,1.0,0.18072289,0.7777778,1.0,0.44,0.0,0.23,0.0,0.015151516,0.015151516,0.048404545,0.13598894,0.4742263,0.3613442,0.8125,0.8
0.35,0.14231259,0.015665796,0.14511873,1.0291631,0.0,0.0,0.89,0.060240965,0.44444445,0.6666667,0.19,0.05263158,0.53,0.0,0.015151516,0.015151516,-0.020102471,0.0941029,0.0027645677,0.68524146,0.375,1.0
0.6333333,0.21092758,0.020887729,0.1530343,0.36406624,0.0,0.0,1.0,0.18072289,0.7777778,1.0,0.11,0.05263158,0.18,0.0,0.07575758,0.07575758,0.14664914,0.13029724,0.11239662,0.0462308,0.0,1.0
0.53333336,0.22109276,0.028720627,0.20316623,0.6112638,0.0,0.0,0.98,0.036144577,0.44444445,0.6666667,0.44,0.05263158,0.39,0.0,0.030303031,0.030303031,0.09472646,0.13537577,0.06592026,0.19519234,0.0625,0.47
0.65,0.40914866,0.03916449,0.22427441,0.36588383,0.0,0.0,0.89,0.10843374,0.44444445,0.6666667,0.19,0.0,0.21,0.0,0.0,0.0,0.08849445,0.053722594,0.13235573,0.11487978,0.0625,0.64
0.68333334,0.21219823,0.005221932,0.14511873,0.3044113,0.0,0.0,1.0,0.18072289,0.7777778,1.0,0.22,0.21052632,0.36,0.0,0.060606062,0.060606062,0.16864341,0.23125875,0.109136574,0.23416841,0.0,0.83
0.36666667,0.28208387,0.054830287,0.27704486,1.1296082,0.05263158,0.05263158,0.79,0.04819277,0.44444445,0.6666667,0.28,0.0,0.21,0.0,0.015151516,0.015151516,-0.13525122,0.12646663,0.29632127,0.7058288,0.6875,0.94
0.38333333,0.22363405,0.005221932,0.19788918,0.7258786,0.0,0.0,0.92,0.024096385,0.44444445,0.6666667,0.26,0.10526316,0.58,0.0,0.045454547,0.045454547,0.00526689,0.110273674,0.020603657,0.39647526,0.0625,1.0
0.6166667,0.12833545,0.03916449,0.23746702,0.22860706,0.05263158,0.0,0.86,0.15662651,0.6666667,0.5,0.07,0.0,0.14,0.0,0.0,0.0,0.13488686,0.12894416,-0.0058966205,0.07518591,0.0,0.67
0.41666666,0.3227446,0.0,0.12137203,0.56910115,0.05263158,0.0,0.44,0.012048192,0.44444445,0.5,0.16,0.05263158,0.75,0.0,0.015151516,0.015151516,-0.4632654,-0.5533161,-0.23152554,0.7835731,0.125,0.9
0.38333333,0.31003812,0.010443864,0.17941953,0.5663414,0.10526316,0.05263158,0.88,0.036144577,0.11111111,0.16666667,0.4,0.21052632,0.73,0.083333336,0.045454547,0.045454547,-0.07972926,0.14752097,0.033227954,0.6279363,0.0,0.89
